,monetaryShock,Constant,intervention,UIPdev,exchgrt
2006-09-15,0.04583929864466718,1,0.03325,0.15490000000000004,1.87555
2006-10-15,0.04590830420640568,1,0.0242,0.17835000000000023,1.85645
2006-11-15,0.030400661531408524,1,0.01550000000000007,0.14700000000000002,1.91205
2006-12-15,0.040348554718607765,1,0.09079999999999999,0.07919999999999994,1.96635
2007-01-15,0.04785994417170869,1,0.10360000000000014,-0.0017500000000001403,1.96005
2007-02-15,0.03178843255380848,1,0.03554999999999997,0.012799999999999923,1.9476
2007-03-15,0.01976949758450175,1,-0.0374000000000001,0.09209999999999985,1.92895
2007-04-15,0.03014574879792775,1,0.019299999999999873,-0.007749999999999924,1.97935
2007-05-15,0.028984615979556594,1,0.03485000000000005,-0.021300000000000097,1.98245
2007-06-15,0.04169274623146624,1,0.044499999999999984,-0.027699999999999836,1.97345
2007-07-15,-0.20681276966808948,1,0.049449999999999994,-0.040200000000000014,2.0288
2007-08-15,-0.04982285665712105,1,0.03724999999999978,-0.11849999999999983,2.0197
2007-09-15,-0.1574967483626306,1,0.05700000000000016,-0.24470000000000014,2.03045
2007-10-15,-0.24740624835032143,1,0.006000000000000227,-0.3327000000000002,2.0348
2007-11-15,-0.24043872407052902,1,0.03935000000000022,-0.5543500000000001,2.05905
2007-12-15,-0.28852246702823736,1,0.015099999999999891,-0.55315,2.04555
